"","Date","AAPL_Bloomberg","CLZ5 COMB Comdty","EURUSDV1M","SPX Index","USD Index","USDCNYV1M BGN Curncy","USDJPYV1M BGN Curncy","VIX Index"
"639","4/8/13",60.8871,87.55,8.025,1563.07,82.752,1.295,14.3125,13.19
"640","4/5/13",60.4571,87.22,7.9225,1553.28,82.496,1.25,13.1125,13.92
"641","4/4/13",61.1029,87.2,8.26,1559.98,82.677,1.2475,12.55,13.89
"642","4/3/13",61.7129,87.35,8.67,1553.69,82.718,1.23,12.0675,14.21
"643","4/2/13",61.3989,88.52,8.885,1570.25,82.924,1.23,12.37,12.78
"644","4/1/13",61.2729,88.71,8.905,1562.17,82.733,1.16,12.6925,13.58
"645","3/28/13",63.2371,88.46,8.63,1569.19,82.996,1.22,12.115,12.7
"646","3/27/13",64.5829,88.02,9.16,1562.85,83.221,1.2075,12.2025,13.15
"647","3/26/13",65.8766,87.64,9.235,1563.77,82.881,1.205,12.33,12.77
"648","3/25/13",66.2257,86.82,9.31,1551.69,82.828,1.2025,12.625,13.74
"649","3/22/13",65.9871,86.66,9.71,1556.89,82.376,1.235,12.98,13.57
"650","3/21/13",64.6757,86.51,9.045,1545.8,82.74,1.2575,12.56,13.99
"651","3/20/13",64.5829,86.88,8.895,1558.71,82.779,1.245,12.75,12.67
"652","3/19/13",64.9271,86.73,9.595,1548.34,82.989,1.245,12.77,14.39
"653","3/18/13",65.1029,87.51,8.8875,1552.1,82.694,1.2425,12.51,13.36
"654","3/15/13",63.38,87.15,7.825,1560.7,82.261,1.225,12,11.3
"655","3/14/13",61.7857,86.72,7.915,1563.23,82.606,1.2075,12.41,11.3
"656","3/13/13",61.1929,86.3,8.0975,1554.52,82.889,1.2025,12.4475,11.83
"657","3/12/13",61.2043,86.52,7.965,1552.48,82.584,1.1875,12.315,12.27
"658","3/11/13",62.5529,86.04,7.9825,1556.22,82.573,1.21,12.375,11.56
"659","3/8/13",61.6743,86.26,7.9125,1551.18,82.696,1.285,12.61,12.59
"660","3/7/13",61.5117,85.86,7.9,1544.26,82.081,1.24,12.7775,13.06
"661","3/6/13",60.8089,85.77,8.405,1541.46,82.459,1.265,11.9575,13.53
"662","3/5/13",61.592,86.62,8.4925,1539.79,82.087,1.2725,11.9075,13.48
"663","3/4/13",60.0071,86.08,8.855,1525.2,82.195,1.2725,12.58,14.01
"664","3/1/13",61.4957,86.36,8.82,1518.2,82.313,1.2625,12.055,15.36
"665","2/28/13",63.0571,86.65,8.815,1514.68,81.949,1.2675,11.825,15.51
"666","2/27/13",63.51,87.07,9.36,1515.99,81.602,1.285,12.865,14.73
"667","2/26/13",64.1386,87.4,9.9725,1496.94,81.87,1.29,13.5725,16.87
"668","2/25/13",63.2571,87.56,9.8325,1487.85,81.67,1.3275,13.1925,18.99
"669","2/22/13",64.4014,87.51,9.22,1515.6,81.482,1.2825,12.575,14.17
"670","2/21/13",63.7229,87.18,9.03,1502.42,81.461,1.27,12.515,15.22
"671","2/20/13",64.1214,88.58,8.3975,1511.95,81.069,1.28,12.0825,14.68
"672","2/19/13",65.7129,89.24,8.2775,1530.94,80.468,1.2775,11.95,12.31
"673","2/15/13",65.7371,89.39,8.2375,1519.79,80.58,1.2625,12.5875,12.46
"674","2/14/13",66.6557,89.94,8.2775,1521.38,80.458,1.27,12.375,12.66
"675","2/13/13",66.7157,89.58,8.0325,1520.33,80.091,1.26,12.5375,12.98
"676","2/12/13",66.8429,89.59,8.135,1519.43,80.106,1.265,13.2075,12.64
"677","2/11/13",68.5614,89.96,8.16,1517.01,80.31,1.2675,12.9325,12.94
"678","2/8/13",67.8543,89.74,8.265,1517.93,80.246,1.2575,12.245,13.02
"679","2/7/13",66.8886,89.79,8.605,1509.39,80.192,1.3025,12.44,13.5
"680","2/6/13",65.3357,89.9,8.8625,1512.12,79.721,1.3025,12.6725,13.41
"681","2/5/13",65.4063,89.53,8.48,1511.29,79.488,1.34,12.495,13.72
"682","2/4/13",63.188,88.59,8.4625,1495.71,79.554,1.385,11.5575,14.67
"683","2/1/13",64.8029,89.08,7.74,1513.17,79.125,1.3325,11.705,12.9
"684","1/31/13",65.07,89.21,7.5525,1498.11,79.207,1.33,11.4675,14.28
"685","1/30/13",65.2614,89.13,7.7375,1501.96,79.281,1.3275,11.3,14.32
"686","1/29/13",65.4671,89.13,7.475,1507.84,79.564,1.3275,11.085,13.31
"687","1/28/13",64.2614,89.1,7.51,1500.18,79.78,1.3225,11.5775,13.57
"688","1/25/13",62.84,88.78,7.765,1502.96,79.748,1.21,11.49,12.89
"689","1/24/13",64.3571,89.37,7.94,1494.82,79.949,1.245,11.2,12.69
"690","1/23/13",73.4293,89.4,7.74,1494.81,79.92,1.34,10.02,12.46
"691","1/22/13",72.11,89.22,8.02,1492.56,79.874,1.34,10.435,12.43
"692","1/18/13",71.4286,89.01,8.475,1485.98,80.036,1.37,12.185,12.46
"693","1/17/13",71.8114,88.8,8.4575,1480.94,79.649,1.455,12.13,13.57
"694","1/16/13",72.2986,88.49,8.0725,1472.63,79.804,1.5125,11.265,13.42
"695","1/15/13",69.4171,87.92,8.06,1472.34,79.779,1.625,11.14,13.55
"696","1/14/13",71.6786,88.65,7.75,1470.68,79.488,1.67,11.23,13.52
"697","1/11/13",74.3286,88.35,7.5325,1472.05,79.563,1.7475,11.195,13.36
"698","1/10/13",74.7871,88.99,7.075,1472.12,79.738,1.635,10.735,13.49
"699","1/9/13",73.8714,89.29,7.1,1461.02,80.557,1.53,10.115,13.81
"700","1/8/13",75.0443,89.22,6.975,1457.15,80.345,1.4875,9.555,13.62
"701","1/7/13",74.8429,88.94,7.205,1461.89,80.256,1.4875,9.73,13.79
"702","1/4/13",75.2857,88.54,7.19,1466.47,80.499,1.5025,9.72,13.83
"703","1/3/13",77.4423,88.79,7.4725,1459.37,80.382,1.4375,8.745,14.56
"704","1/2/13",78.4329,89.38,7.515,1462.42,79.845,1.425,8.83,14.68
"705","12/31/12",76.0247,89.37,8.22,1426.19,79.769,1.7175,9.17,18.02
"706","12/28/12",72.7985,88.52,8.065,1402.43,79.678,1.7825,9.09,22.72
"707","12/27/12",73.58,88.56,7.91,1418.1,79.62,1.8425,8.76,19.47
"708","12/26/12",73.2856,88.5,7.8975,1419.83,79.621,1.83,8.695,19.48
"709","12/24/12",74.3097,87.66,7.7825,1426.66,79.642,1.845,8.41,18.59
"710","12/21/12",74.19,87.63,7.52,1430.15,79.617,1.7775,8.1075,17.84
"711","12/20/12",74.5329,88.3,6.8825,1443.69,79.261,1.7625,7.69,17.67
"712","12/19/12",75.1871,88.32,6.7925,1435.81,79.269,1.75,7.76,17.36
"713","12/18/12",76.2714,87.25,6.75,1446.79,79.359,1.9375,7.6,15.57
"714","12/17/12",74.1186,86.72,6.765,1430.36,79.568,1.915,7.875,16.34
"715","12/14/12",72.8277,87.25,6.6925,1413.58,79.58,1.9375,8.475,17
"716","12/13/12",75.67,86.3,6.7075,1419.45,79.928,1.8925,8.905,16.56
"717","12/12/12",77,87.35,6.8125,1428.48,79.815,1.6,8.6975,15.95
"718","12/11/12",77.3411,86.89,6.92,1427.84,80.061,1.6125,7.93,15.57
"719","12/10/12",75.6887,86.65,7.06,1418.55,80.328,1.65,7.93,16.05
"720","12/7/12",76.1786,87.06,7,1418.07,80.408,1.615,7.785,15.9
"721","12/6/12",78.1778,87.18,6.9675,1413.94,80.258,1.535,7.83,16.58
"722","12/5/12",76.9703,88.35,6.8775,1409.28,79.774,1.535,7.7325,16.46
"723","12/4/12",82.2636,88.32,6.9275,1407.05,79.644,1.565,7.6225,17.12
"724","12/3/12",83.7414,88.58,7.045,1409.46,79.882,1.5325,8.235,16.64
"725","11/30/12",83.6114,88.34,6.965,1416.18,80.153,1.54,8.4625,15.87
"726","11/29/12",84.1943,87.87,6.775,1415.95,80.204,1.515,8.075,15.06
"727","11/28/12",83.2771,87.5,6.8625,1409.93,80.336,1.5375,8.125,15.51
"728","11/27/12",83.54,87.74,6.8725,1398.94,80.402,1.5375,8.3425,15.92
"729","11/26/12",84.2186,88.02,6.915,1406.29,80.251,1.5825,8.7025,15.5
"730","11/23/12",81.6429,88.8,7.1925,1409.15,80.192,1.5675,8.695,15.14
"731","11/21/12",80.2429,87.5,6.7875,1391.03,80.932,1.625,8.785,15.31
"732","11/20/12",80.1305,86.88,6.6775,1387.81,80.957,1.6925,8.17,15.08
"733","11/19/12",80.8186,88,6.88,1386.89,80.874,1.705,8.0275,15.24
"734","11/16/12",75.3826,87.11,6.9625,1359.88,81.257,1.7,8.2475,16.41
"735","11/15/12",75.0886,87.61,7.01,1353.33,81.078,1.685,8.52,17.99
"736","11/14/12",76.6971,88.36,7.16,1355.49,81.056,1.6675,7.3,17.92
"737","11/13/12",77.5569,88.23,7.585,1374.53,81.084,1.6425,6.73,16.65
"738","11/12/12",77.5471,88.03,7.725,1380.03,81.035,1.68,7,16.68
"739","11/9/12",78.1514,87.93,7.795,1379.85,81.026,1.6025,6.975,18.61
"740","11/8/12",76.8214,86.97,7.78,1377.51,80.793,1.6125,7.015,18.49
"741","11/7/12",79.7146,85.87,7.97,1394.53,80.759,1.6075,7.065,19.08
"742","11/6/12",83.2642,88.8,7.875,1428.39,80.613,1.625,7.49,17.58
"743","11/5/12",83.5173,86.78,7.86,1417.26,80.749,1.68,7.3325,18.42
"744","11/2/12",82.4,86.1,7.56,1414.2,80.593,1.6,7.255,17.59
"745","11/1/12",85.22,86.96,7.53,1427.59,80.047,1.6175,6.975,16.69
"746","10/31/12",85.0457,86,7.82,1412.16,79.919,1.67,7.11,18.6
"747","10/26/12",86.2857,86.52,7.9425,1411.94,80.068,1.585,7.43,17.81
"748","10/25/12",87.0769,85.9,7.995,1412.97,80.044,1.5125,7.3625,18.12
"749","10/24/12",88.1186,85.18,8.26,1408.75,79.914,1.49,7.255,18.33
"750","10/23/12",87.6222,85.52,8.3125,1413.11,79.976,1.5,7.27,18.83
"751","10/22/12",90.5757,86.84,8.24,1433.82,79.652,1.505,7.215,16.62
"752","10/19/12",87.12,87.66,8.3175,1433.19,79.621,1.515,6.97,17.06
"753","10/18/12",90.3771,88.67,8.35,1457.34,79.367,1.625,7.04,15.03
"754","10/17/12",92.0877,89.28,8.43,1460.91,79.016,1.665,6.87,15.07
"755","10/16/12",92.8275,88.63,8.36,1454.92,79.405,1.69,6.865,15.22
"756","10/15/12",90.68,89.1,8.295,1440.13,79.742,1.8125,6.84,15.27
"757","10/12/12",89.9591,88.51,8.1875,1428.59,79.667,1.6125,6.635,16.14
"758","10/11/12",89.7286,88.47,8.205,1432.84,79.775,1.2975,6.58,15.59
"759","10/10/12",91.5586,88.03,8.515,1432.56,79.917,1.21,6.55,16.29
"760","10/9/12",90.8357,88.61,8.865,1441.48,79.951,1.2,6.565,16.37
"761","10/8/12",91.1671,87.47,8.91,1455.88,79.54,1.245,6.775,15.11
"762","10/5/12",93.2271,88.08,8.5175,1460.93,79.337,1.2125,6.575,14.33
"763","10/4/12",95.2571,88.42,8.675,1461.4,79.353,1.2,6.76,14.55
"764","10/3/12",95.9214,86.41,8.7525,1450.99,79.965,1.15,6.82,15.43
"765","10/2/12",94.4729,89.02,8.7475,1445.75,79.744,1.15,6.795,15.71
"766","10/1/12",94.1986,89.09,8.785,1444.49,79.824,1.155,6.945,16.32
"767","9/28/12",95.3007,88.51,8.56,1440.67,79.935,1.15,6.985,15.73
"768","9/27/12",97.3314,87.85,8.6575,1447.15,79.548,1.15,6.645,14.84
"769","9/26/12",95.0257,86.99,8.795,1433.32,79.885,1.24,6.885,16.81
"770","9/25/12",96.22,87.68,8.795,1441.59,79.552,1.25,6.8275,15.43
"771","9/24/12",98.6843,88.03,8.645,1456.89,79.518,1.335,6.72,14.15
"772","9/21/12",100.0136,88.19,8.405,1460.15,79.328,1.35,6.61,13.98
"773","9/20/12",99.8143,87.75,8.4675,1460.26,79.411,1.35,6.955,14.07
"774","9/19/12",100.3,87.05,8.44,1461.05,79.055,1.35,7.15,13.88
"775","9/18/12",100.2729,89.02,8.74,1459.32,79.249,1.45,7.79,14.18
"776","9/17/12",99.9687,89.22,8.7875,1461.19,79.01,1.4,7.565,14.59
"777","9/14/12",98.7543,89.91,8.705,1465.77,78.847,1.3,7.07,14.51
"778","9/13/12",97.5686,90.06,8.415,1459.99,79.262,1.305,7.205,14.05
"779","9/12/12",95.6843,89.55,8.65,1436.56,79.737,1.3,6.975,15.8
"780","9/11/12",94.37,90.19,8.71,1433.56,79.857,1.2975,6.93,16.41
"781","9/10/12",94.6771,90.08,8.535,1429.08,80.357,1.3,6.48,16.28
"782","9/7/12",97.2057,90.06,8.44,1437.92,80.252,1.3025,6.365,14.38
"783","9/6/12",96.61,89.1,9.1725,1432.12,81.04,1.35,6.655,15.6
"784","9/5/12",95.7471,89.67,10.005,1403.44,81.235,1.355,6.52,17.74
"785","9/4/12",96.4243,89.44,9.9675,1404.94,81.312,1.2175,6.5675,17.98
"786","8/31/12",95.0343,89.72,9.83,1406.58,81.208,1.2175,6.75,17.47
"787","8/30/12",94.8383,88.78,10.15,1399.48,81.691,1.2275,6.77,17.83
"788","8/29/12",96.2094,88.74,10.045,1410.49,81.549,1.21,6.665,17.06
"789","8/28/12",96.4,88.67,9.69,1409.3,81.37,1.185,6.4625,16.49
"790","8/27/12",96.5257,88.04,9.315,1410.44,81.658,1.185,6.5225,16.35
"791","8/24/12",94.746,87.8,9.08,1411.13,81.593,1.21,6.3425,15.18
"792","8/23/12",94.6614,88.51,9.0475,1402.08,81.359,1.25,6.36,15.96
"793","8/22/12",95.5529,89.48,9.185,1413.49,81.486,1.255,6.695,15.11
"794","8/21/12",93.7231,89.37,9.22,1413.17,81.907,1.25,6.915,15.02
"795","8/20/12",95.0214,88.72,9.265,1418.13,82.456,1.25,7.1875,14.02
"796","8/17/12",92.5871,87.89,9.09,1418.16,82.596,1.255,7.1575,13.45
"797","8/16/12",90.9057,87.84,9.15,1415.51,82.357,1.2575,7.315,14.29
"798","8/15/12",90.1186,87.07,9.33,1405.53,82.645,1.2775,6.855,14.63
"799","8/14/12",90.2414,87.01,9.035,1403.93,82.483,1.285,6.65,14.85
"800","8/13/12",90,86.68,9.02,1404.11,82.435,1.32,6.4375,13.7
"801","8/10/12",88.8143,86.71,8.8375,1405.87,82.553,1.375,6.425,14.74
"802","8/9/12",88.6757,87.36,8.9375,1402.8,82.638,1.3825,6.57,15.28
"803","8/8/12",88.5514,87.16,9.1025,1402.22,82.394,1.4125,6.745,15.32
"804","8/7/12",88.702,88.68,9.015,1401.35,82.21,1.3925,6.7825,15.99
"805","8/6/12",88.9357,89.28,9.255,1394.23,82.266,1.3975,6.565,15.95
"806","8/3/12",87.9571,88.89,9.205,1390.99,82.375,1.3975,6.6825,15.64
"807","8/2/12",86.8271,87.68,10.325,1365,83.361,1.5,6.965,17.57
"808","8/1/12",86.6871,88.92,10.73,1375.14,83.058,1.4725,7.46,18.96
"809","7/31/12",87.2514,88.56,10.535,1379.32,82.635,1.5725,7.42,18.93
"810","7/30/12",85.0043,89.19,10.525,1385.3,82.794,1.495,7.37,18.03
"811","7/27/12",83.5943,89,10.01,1385.97,82.709,1.51,7.0075,16.7
"812","7/26/12",82.1257,87.99,9.99,1360.02,82.808,1.51,7.1275,17.53
"813","7/25/12",82.1386,87.14,10.495,1337.89,83.524,1.4725,7.245,19.34
"814","7/24/12",85.8457,86.01,10.575,1338.31,84.005,1.36,7.13,20.47
"815","7/23/12",86.2614,85.35,10.145,1350.52,83.706,1.3375,7.27,18.62
"816","7/20/12",86.3286,87.33,9.235,1362.66,83.478,1.35,6.585,16.27
"817","7/19/12",87.76,87.76,9.01,1376.51,82.883,1.335,6.9875,15.45
"818","7/18/12",86.6086,86.74,9.1925,1372.78,83.068,1.3475,6.94,16.16
"819","7/17/12",86.7057,86.85,9.64,1363.67,83.032,1.4,7.095,16.48
"820","7/16/12",86.7014,86.75,9.69,1353.64,83.098,1.415,7.3625,17.11
"821","7/13/12",86.4243,86.04,9.6325,1356.78,83.349,1.4925,7.425,16.74
"822","7/12/12",85.5571,85.42,10.22,1334.76,83.659,1.45,7.67,18.33
"823","7/11/12",86.3471,85.61,10.105,1341.45,83.568,1.54,7.82,17.95
"824","7/10/12",86.8871,84.48,10.105,1341.47,83.4,1.5625,7.88,18.72
"825","7/9/12",87.6986,85.89,10.2575,1352.46,83.161,1.6225,8.005,17.98
"826","7/6/12",86.5543,85.11,10.35,1354.68,83.377,1.635,7.89,17.1
"827","7/5/12",87.1343,86.44,9.9825,1367.58,82.813,1.6175,8.1625,17.5
"828","7/3/12",85.63,86.86,9.875,1374.02,81.782,1.745,8.105,16.66
"829","7/2/12",84.6457,84.93,10.075,1365.51,81.87,1.825,8.26,16.8
"830","6/29/12",83.4286,86.9,9.835,1362.16,81.627,1.805,8.195,17.08
"831","6/28/12",81.2929,82.64,10.495,1329.04,82.807,1.78,8.38,19.71
"832","6/27/12",82.0714,83.41,10.305,1331.85,82.618,1.8125,8.505,19.45
"833","6/26/12",81.7179,83.35,10.325,1319.99,82.372,1.815,8.605,19.72
"834","6/25/12",81.5379,83.27,10.44,1313.72,82.497,1.945,8.62,20.38
"835","6/22/12",83.1571,83.08,10.25,1335.02,82.256,1.9,8.405,18.11
"836","6/21/12",82.5243,83.53,10.39,1325.51,82.29,1.895,8.48,20.08
"837","6/20/12",83.6773,84.66,10.5,1355.69,81.583,1.975,8.35,17.24
"838","6/19/12",83.9157,84.21,10.985,1357.98,81.378,2.0275,8.3125,18.38
"839","6/18/12",83.6829,83.24,11.7725,1344.78,81.946,2.06,8.4675,18.32
"840","6/15/12",82.0186,83.52,12.64,1342.84,81.628,2.13,8.935,21.11
"841","6/14/12",81.6471,84.72,12.73,1329.1,81.99,2.15,8.82,21.68
"842","6/13/12",81.7371,85.41,12.8975,1314.88,82.058,2.1625,8.975,24.27
"843","6/12/12",82.3086,85.87,13.11,1324.18,82.423,2.165,9.17,22.09
"844","6/11/12",81.5957,85.37,12.85,1308.93,82.515,2.1325,9.1,23.56
"845","6/8/12",82.9029,85.72,12.32,1325.66,82.511,2.115,9.015,21.23
"846","6/7/12",81.6743,85.44,11.875,1314.99,82.051,2.125,9.145,21.72
"847","6/6/12",81.6371,85.63,12.705,1315.13,82.321,2.095,9.43,22.16
"848","6/5/12",80.4043,83.95,13.005,1285.5,82.825,2.155,9.44,24.68
"849","6/4/12",80.6129,84.34,12.8225,1278.18,82.557,2.2275,9.47,26.12
"850","6/1/12",80.1414,85.22,12.745,1278.04,82.89,2.18,9.435,26.66
"851","5/31/12",82.5329,85.76,12.79,1310.33,83.043,2.1975,9,24.06
"852","5/30/12",82.7386,85.75,12.8275,1313.32,83.018,2.0275,8.73,24.14
"853","5/29/12",81.7529,87.44,12.23,1332.42,82.48,2.0325,8.27,21.03
"854","5/25/12",80.3271,87,12.35,1317.82,82.402,2.105,8.67,21.76
"855","5/24/12",80.76,87.03,12.305,1320.68,82.347,2.145,9.005,21.54
"856","5/23/12",81.5086,86.61,12.5,1318.86,82.094,2.095,9.18,22.33
"857","5/22/12",79.5671,87.28,11.085,1316.63,81.493,2.0725,9.04,22.48
"858","5/21/12",80.1829,87.37,11.27,1315.99,81.084,2.155,9.05,22.01
"859","5/18/12",75.7686,86.58,11.78,1295.22,81.292,2.2025,9.215,25.1
"860","5/17/12",75.7314,87.66,11.09,1304.86,81.383,2.1425,8.9475,24.49
"861","5/16/12",78.0107,88.06,10.68,1324.8,81.372,2.2225,8.455,22.27
"862","5/15/12",79.0243,87.75,10.65,1330.66,81.221,1.97,8.0575,21.97
"863","5/14/12",79.7457,88.56,10.3425,1338.35,80.606,1.9275,8.0925,21.87
"864","5/11/12",80.9586,88.99,9.29,1353.39,80.264,1.8875,7.7625,19.89
"865","5/10/12",81.5029,89.38,9.255,1357.99,80.112,1.8875,8.085,18.83
"866","5/9/12",81.3114,89.41,9.93,1354.58,80.08,1.9775,8.4975,20.08
"867","5/8/12",81.1686,89.6,9.595,1363.72,79.738,1.9675,8.18,19.05
"868","5/7/12",81.3543,90.05,9.385,1369.58,79.603,2.0125,8.36,18.94
"869","5/4/12",80.75,90.37,8.885,1369.1,79.498,1.99,8.255,19.16
"870","5/3/12",83.1171,92.5,8.76,1391.57,79.221,1.9775,8.84,17.56
"871","5/2/12",83.7114,92.65,9.16,1402.31,79.132,2.07,8.7775,16.88
"872","5/1/12",83.1614,92.82,8.6925,1405.82,78.864,2.0525,8.5,16.6
"873","4/30/12",83.4257,92.58,8.475,1397.91,78.776,2.03,8.545,17.15
"874","4/27/12",86.1429,92.44,8.325,1403.36,78.709,2.0575,8.23,16.32
"875","4/26/12",86.8143,92.9,8.37,1399.98,78.919,2.0125,8.9925,16.24
"876","4/25/12",87.1429,92.75,8.9325,1390.69,79.012,2.0475,9.405,16.82
"877","4/24/12",80.04,93.18,9.18,1371.97,79.225,2.0475,9.385,18.1
"878","4/23/12",81.6714,93.23,9.255,1366.94,79.42,2.05,9.4825,18.97
"879","4/20/12",81.8543,92.77,8.92,1378.53,79.194,2.1375,9.37,17.44
"880","4/19/12",83.92,92.66,9.0875,1376.92,79.561,2.1575,9.6375,18.36
"881","4/18/12",86.9057,93.41,9.2575,1385.14,79.538,2.2425,9.6575,18.64
"882","4/17/12",87.1,93.96,9.44,1390.78,79.476,2.435,9.175,18.46
"883","4/16/12",82.8757,93.46,9.765,1369.57,79.555,2.5075,9.175,19.55
"884","4/13/12",86.4614,94.91,9.3275,1370.26,79.888,2.2225,8.985,19.55
"885","4/12/12",88.9671,94.77,9.195,1387.57,79.285,2.13,9.425,17.2
"886","4/11/12",89.4571,95.37,9.76,1368.71,79.795,2.2175,9.97,20.02
"887","4/10/12",89.7771,94.79,10,1358.59,79.891,2.185,10.255,20.39
"888","4/9/12",90.89,96.09,9.635,1382.2,79.733,2.1875,10.5125,18.81
"889","4/5/12",90.5257,96.24,9.905,1398.08,80.076,2.18,10.605,16.7
"890","4/4/12",89.1871,95.52,9.6025,1398.96,79.778,2.22,10.85,16.44
"891","4/3/12",89.9029,96.5,9.2125,1413.38,79.483,2.2225,10.75,15.66
"892","4/2/12",88.3757,95.93,8.9075,1419.04,78.82,2.2475,10.565,15.64
"893","3/30/12",85.65,94.18,8.8375,1408.47,79.004,2.27,10.43,15.5
"894","3/29/12",87.1229,93.65,9.1725,1403.28,79.186,2.3575,10.24,15.48
"895","3/28/12",88.2314,95.24,9.135,1405.54,79.126,2.4775,9.975,15.47
"896","3/27/12",87.7829,95.6,9.115,1412.52,79.047,2.4925,10.19,15.59
"897","3/26/12",86.7114,95.93,9.18,1416.51,78.982,2.5325,10.585,14.26
"898","3/23/12",85.15,95.07,9.13,1397.11,79.345,2.545,10.62,14.82
"899","3/22/12",85.62,94.47,9.3575,1392.78,79.736,2.56,10.3,15.57
"900","3/21/12",86.0714,95.81,9.245,1402.89,79.657,2.4575,10.025,15.13
"901","3/20/12",86.5657,95.73,9.3425,1405.52,79.593,2.445,9.96,15.58
"902","3/19/12",85.8714,96.05,9.3425,1409.75,79.452,2.485,10.145,15.04
"903","3/16/12",83.6529,96.42,9.2725,1404.17,79.786,2.5,10.305,14.47
"904","3/15/12",83.6514,95.42,9.6475,1402.6,80.15,2.505,10.51,15.42
"905","3/14/12",84.2257,95.87,10.1075,1394.28,80.565,2.4875,10.515,15.31
"906","3/13/12",81.1571,95.73,9.88,1395.95,80.193,2.3625,10.46,14.8
"907","3/12/12",78.8571,95.1,10.025,1371.09,79.89,2.23,10.8,15.64
"908","3/9/12",77.8814,95.26,9.9875,1370.87,80.041,2.1125,10.69,17.11
"909","3/8/12",77.4271,94.3,9.8975,1365.91,79.139,2.0675,9.935,17.95
"910","3/7/12",75.8129,93.01,10.43,1352.63,79.712,2.1025,9.915,19.07
"911","3/6/12",75.7514,92.88,10.795,1343.36,79.866,2.005,10.025,20.87
"912","3/5/12",76.1657,93.15,10.47,1364.33,79.3,1.8675,9.695,18.05
"913","3/2/12",77.8829,92.9,10.585,1369.63,79.403,1.775,9.475,17.29
"914","3/1/12",77.7814,93.36,10.3325,1374.09,78.789,1.7075,9.56,17.26
"915","2/29/12",77.4914,94.22,10.6775,1365.68,78.737,1.7375,9.8375,18.43
"916","2/28/12",76.4871,93.28,10.3125,1372.18,78.273,1.7225,9.675,17.96
"917","2/27/12",75.1086,93.47,10.555,1367.59,78.568,1.735,9.3275,18.19
"918","2/24/12",74.63,93.3,9.98,1365.74,78.352,1.7075,8.935,17.31
"919","2/23/12",73.77,93.3,10.1625,1363.46,78.819,1.71,8.48,16.8
"920","2/22/12",73.2914,93.39,10.475,1357.66,79.211,1.7175,8.76,18.19
"921","2/21/12",73.55,94.61,10.7925,1362.21,79.044,1.6825,8.485,18.19
"922","2/17/12",71.7314,93.24,11.295,1361.23,79.331,1.69,8.7225,17.78
"923","2/16/12",71.7443,93.13,11.555,1358.04,79.348,1.7175,8.535,19.22
"924","2/15/12",71.0957,93.22,11.9175,1343.23,79.67,1.77,8.005,21.14
"925","2/14/12",72.78,93.31,11.3475,1350.5,79.58,1.79,7.94,19.54
"926","2/13/12",71.8,93.59,10.905,1351.77,78.946,1.765,7.31,19.04
"927","2/10/12",70.4886,92.76,11.115,1342.64,79.114,1.77,7.46,20.79
"928","2/9/12",70.4529,93.94,10.99,1351.95,78.566,1.81,7.73,18.63
"929","2/8/12",68.0971,93.16,11.1725,1349.96,78.641,1.835,7.535,18.16
"930","2/7/12",66.9757,92.58,11.4875,1347.05,78.576,1.8875,7.4725,17.65
"931","2/6/12",66.2814,92.6,11.6525,1344.33,79.069,1.9525,7.64,17.76
"932","2/3/12",65.6686,91.75,11.1,1344.9,78.924,1.92,7.275,17.1
"933","2/2/12",65.0171,90.26,11.355,1325.54,78.991,1.94,8.035,17.98
"934","2/1/12",65.17,90.81,11.565,1324.09,78.922,1.9425,8.38,18.55
"935","1/31/12",65.2114,90.41,11.8775,1312.41,79.288,1.9725,7.845,19.44
"936","1/30/12",64.7157,90.75,11.8625,1313.01,79.167,1.89,7.38,19.4
"937","1/27/12",63.8971,90.86,11.285,1316.33,78.902,1.86,7,18.53
"938","1/26/12",63.5186,91.67,11.1275,1318.43,79.395,1.83,6.91,18.57
"939","1/25/12",63.8086,91.71,11.65,1326.05,79.579,1.8425,7.8275,18.31
"940","1/24/12",60.0586,91.74,11.6525,1314.65,79.868,1.8625,7.795,18.91
"941","1/23/12",61.0584,91.12,11.5325,1316,79.783,1.8675,6.74,18.67
"942","1/20/12",60.0429,90.33,11.28,1315.38,80.223,1.85,6.785,18.28
"943","1/19/12",61.1071,91.82,11.425,1314.5,80.216,1.8375,6.96,19.87
"944","1/18/12",61.3014,91.23,11.97,1308.04,80.609,1.86,6.545,20.89
"945","1/17/12",60.6714,91.7,12.0575,1293.67,81.182,1.86,6.855,22.2
"946","1/13/12",59.9729,90.82,12.0825,1289.09,81.515,1.925,6.86,20.91
"947","1/12/12",60.1986,91.29,11.705,1295.5,80.77,1.9425,6.91,20.47
"948","1/11/12",60.3643,93.25,12.1375,1292.48,81.351,1.9625,6.805,21.05
"949","1/10/12",60.4629,93.79,11.495,1292.08,80.805,2.23,6.645,20.69
"950","1/9/12",60.2471,94.9,12.065,1280.7,81.051,2.2875,7.14,21.07
"951","1/6/12",60.3429,94.57,12.4625,1277.81,81.254,2.325,7.475,20.63
"952","1/5/12",59.7186,93.47,12.92,1281.06,80.936,2.5175,7.675,21.48
"953","1/4/12",59.0629,93.54,12.7625,1277.3,80.129,2.5725,7.525,22.22
"954","1/3/12",58.7471,91.9,13.0575,1277.06,79.611,2.6925,8.1125,22.97
"955","12/30/11",57.8571,90.62,13.2025,1257.6,80.178,2.815,7.905,23.4
